,district,date,Crop,crop_type,crop_sown,rainfall_mm,temp_avg_C,humidity_avg,wind_speed_avg_Kmph,mrp_rs_kg,Min_duration_days,max_duration_days,duration_months,avg_cost_of_cultivation_rs_ac,Yield_kg_ac,Soil_type,avg_pH,N_kg_ha,P_kg_ha,K_kg_ha,irrigation,profit_rs_ac,ROI,sow_and_harvest,crop_term
276,medak,2019-Jun,Bhendi,vegetable,True,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,35.0,55,55,1.8333333730697632,24000,8098.0,sandy loam,6.400000095367432,30.0,40,40.0,True,259430.0,1080.9583740234375,one_sow_few_harvests,short_term
277,medak,2019-Jun,Cabbage,vegetable,True,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,22.0,90,90,3.0,28500,8093.0,sandy loam,6.5,90.0,90,90.0,True,149546.0,524.7227783203125,one_sow_one_harvest,short_term
278,medak,2019-Jun,Coccinea,vegetable,False,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,37.0,180,180,6.0,38000,15008.0,loamy soil,6.25,80.0,60,40.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
279,medak,2019-Jun,Turmeric,other_commercial_crop,False,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,89.0,210,210,7.0,67000,1200.0,clay loam,6.0,120.0,50,80.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
280,medak,2019-Jun,Banana,fruit,False,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,28.0,360,360,12.0,90000,16186.0,loamy soil,6.75,400.0,120,600.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
281,medak,2019-Jun,Dates,dry_fruit,False,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,315.0,1080,1080,36.0,395000,12000.0,sandy loamy,9.5,32.0,32,32.0,True,0.0,0.0,one_sow_many_harvests,long_term
282,medak,2019-Jun,Pomegrante,fruit,False,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,115.0,1980,1980,66.0,61500,9000.0,loamy soil,7.25,56.0,20,20.0,False,0.0,0.0,one_sow_many_harvests,long_term
283,medak,2019-Jun,Custard apple,fruit,True,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,56.0,1080,1080,36.0,29000,8004.0,loamy soil,6.0,25.0,12,12.0,False,419224.0,1445.5999755859375,one_sow_many_harvests,long_term
284,medak,2019-Jun,Grapes,fruit,False,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,98.0,900,900,30.0,92000,20235.279296875,sandy loam,7.25,215.0,75,100.0,True,0.0,0.0,one_sow_many_harvests,long_term
285,medak,2019-Jun,Papaya,fruit,True,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,42.0,210,210,7.0,72000,30000.0,sandy loam,6.75,1088.0,72,527.0,True,1188000.0,1650.0,one_sow_many_harvests,intermediate_term
286,medak,2019-Jun,Mango,fruit,False,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,55.0,1800,2880,78.0,46750,3000.0,sandy loam,6.5,400.0,400,600.0,False,0.0,0.0,one_sow_many_harvests,long_term
287,medak,2019-Jun,Dragon Fruit,fruit,False,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,146.0,240,720,16.0,430000,10000.0,sandy loam,6.0,170.0,170,170.0,False,0.0,0.0,one_sow_many_harvests,long_term
288,medak,2019-Jun,Rose,flower,False,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,280.0,45,50,1.5833333730697632,47000,800.0,loamy soil,6.25,200.0,75,125.0,True,0.0,0.0,one_sow_many_harvests,short_term
289,medak,2019-Jun,Marigold,flower,True,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,84.0,56,60,1.9333332777023315,30500,10000.0,sandy loam,7.25,45.0,90,75.0,False,809500.0,2654.098388671875,one_sow_few_harvests,short_term
290,medak,2019-Jun,Capsicum,vegetable,True,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,23.0,55,90,2.4166667461395264,42000,40000.0,clay loam,6.5,40.0,60,30.0,True,878000.0,2090.47607421875,one_sow_few_harvests,short_term
291,medak,2019-Jun,Cauliflower,vegetable,True,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,26.0,90,120,3.5,29500,8106.0,loamy soil,6.5,120.0,80,80.0,True,181256.0,614.4271240234375,one_sow_one_harvest,short_term
292,medak,2019-Jun,Bitter Gourd,vegetable,True,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,38.0,55,60,1.9166666269302368,22000,6064.0,sandy loam,6.5,120.0,40,80.0,False,208432.0,947.4181518554688,one_sow_few_harvests,short_term
293,medak,2019-Jun,Bottle Gourd,vegetable,True,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,25.0,110,120,3.8333332538604736,22000,16002.0,sandy loam,7.0,120.0,40,80.0,True,378050.0,1718.4090576171875,one_sow_few_harvests,short_term
294,medak,2019-Jun,Cashew ,dry_fruit,True,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,637.0,720,1080,30.0,31000,1310.0,sandy loam,5.75,890.0,445,445.0,False,803470.0,2591.838623046875,one_sow_many_harvests,long_term
295,medak,2019-Jun,Mulberry,fruit,True,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,161.0,150,180,5.5,45000,25000.0,loamy soil,6.5,350.0,140,140.0,True,3980000.0,8844.4443359375,one_sow_many_harvests,intermediate_term
296,medak,2019-Jun,Coconut,fruit,False,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,116.0,2160,3600,96.0,40500,2792.0,sandy loam,6.599999904632568,800.0,40,160.0,False,0.0,0.0,one_sow_many_harvests,long_term
297,medak,2019-Jun,Jasmine,flower,False,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,886.0,240,270,8.5,33500,800.0,loamy soil,7.0,50.0,100,100.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
298,medak,2019-Jun,Chrysanthemum,flower,False,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,87.0,75,90,2.75,33500,10005.0,sandy loam,6.75,125.0,120,25.0,True,0.0,0.0,one_sow_few_harvests,short_term
299,medak,2019-Jun,Avacado,fruit,True,4.293333530426025,32.25667190551758,60.03333282470703,3.6717164516448975,190.0,1095,1460,42.58333206176758,350000,12003.0,sandy loam,6.0,50.0,25,25.0,True,1930570.0,551.5914306640625,one_sow_many_harvests,long_term
300,Medak,2019-July,PADDY,grains,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,17.56399917602539,90,110,3.3333332538604736,36000,2259.0,loamy soil,5.75,150.0,60,60.0,True,3677.075927734375,10.214099884033203,one_sow_one_harvest,short_term
301,Medak,2019-July,Wheat,grains,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,19.280000686645508,210,240,7.5,16500,2300.0,loamy soil,6.5,80.0,40,40.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
302,Medak,2019-July,JOWAR ,grains,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,25.0,65,75,2.3333332538604736,17000,861.0,loamy soil,6.75,80.0,40,40.0,True,4525.0,26.617647171020508,one_sow_one_harvest,short_term
303,Medak,2019-July,BAJRA ,grains,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,23.0,70,90,2.6666667461395264,11000,1500.0,sandy loam,0.75,80.0,40,40.0,False,23500.0,213.63636779785156,one_sow_one_harvest,short_term
304,Medak,2019-July,MAIZE,grains,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,18.5,105,110,3.5833332538604736,25000,2805.0,loamy soil,6.5,60.0,30,30.0,True,26892.5,107.56999969482422,one_sow_one_harvest,short_term
305,Medak,2019-July,RAGI   ,grains,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,21.0,120,135,4.25,13000,648.0,loamy soil,6.0,40.0,20,20.0,False,608.0,4.6769232749938965,one_sow_one_harvest,intermediate_term
306,Medak,2019-July,REDGRAM,grains,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,48.599998474121094,100,120,3.6666667461395264,17500,365.0,loamy soil,5.25,10.0,20,12.0,True,0.0,0.0,one_sow_one_harvest,short_term
307,Medak,2019-July,GREENGRAM  ,grains,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,58.0,60,65,2.0833332538604736,15000,384.0,sandy loam,6.75,20.0,40,0.0,False,7272.0,48.47999954223633,one_sow_one_harvest,short_term
308,Medak,2019-July,BLACKGRAM ,grains,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,38.79999923706055,70,85,2.5833332538604736,16000,729.0,sandy loam,7.150000095367432,20.0,40,40.0,False,12285.2001953125,76.78250122070312,one_sow_one_harvest,short_term
309,Medak,2019-July,HORSEGRAM,grains,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,51.20000076293945,90,135,3.75,15500,355.0,loamy soil,6.5,12.5,25,12.5,False,2676.0,17.264516830444336,one_sow_one_harvest,short_term
310,Medak,2019-July,BengalGram,grains,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,43.0,160,170,5.5,21000,620.0,sandy loam,6.25,10.0,40,20.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
311,Medak,2019-July,Cowpea,grains,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,36.88999938964844,90,125,3.5833332538604736,8500,334.0,sandy loam,7.099999904632568,135.0,31,250.0,True,3821.260009765625,44.95600128173828,one_sow_one_harvest,short_term
312,Medak,2019-July,GROUNDNUT,fruit,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,52.7599983215332,110,120,3.8333332538604736,22500,1110.0,sandy loam,6.25,60.0,45,48.0,True,36063.6015625,160.2826690673828,one_sow_one_harvest,short_term
313,Medak,2019-July,SESAMUM (Gingelly),grains,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,42.040000915527344,90,130,3.6666667461395264,13500,350.0,loamy soil,6.75,17.0,13,13.0,True,1214.0,8.992592811584473,one_sow_one_harvest,short_term
314,Medak,2019-July,SUNFLOWER,flower,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,31.110000610351562,90,100,3.1666667461395264,20500,928.0,sandy loam,6.400000095367432,150.0,75,50.0,True,0.0,0.0,one_sow_one_harvest,short_term
315,Medak,2019-July,Safflower,flower,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,35.11000061035156,120,150,4.5,14000,448.0,sandy loam,6.5,24.0,108,48.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
316,Medak,2019-July,CASTOR  ,oil_seeds,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,36.0,150,300,7.5,16500,657.0,sandy loam,5.75,40.0,25,15.0,False,7152.0,43.345455169677734,one_sow_few_harvests,intermediate_term
317,Medak,2019-July,SOYABEAN,oil_seeds,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,36.88999938964844,50,145,3.25,11500,732.0,loamy soil,6.75,20.0,40,20.0,True,15503.48046875,134.8128662109375,one_sow_few_harvests,short_term
318,Medak,2019-July,COTTON,other_commercial_crop,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,131.5,180,240,7.0,37500,500.0,sandy loam,6.900000095367432,80.0,40,40.0,False,28250.0,75.33333587646484,one_sow_few_harvests,intermediate_term
319,Medak,2019-July,Chillies,vgetable,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,70.0,150,180,5.5,45000,2750.0,sandy loam,6.25,30.0,60,30.0,True,0.0,0.0,one_sow_few_harvests,intermediate_term
320,Medak,2019-July,SUGARCANE  ,fruit,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,3.5,300,450,12.5,72500,31337.0,sandy loam,7.0,150.0,80,80.0,True,0.0,0.0,one_sow_one_harvest,long_term
321,Medak,2019-July,ONION,vegetable,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,36.0,80,150,3.8333332538604736,37500,17000.0,sandy loam,6.5,40.0,20,40.0,True,574500.0,1532.0,one_sow_one_harvest,short_term
322,medak,2019-July,Tomato,vegetable,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,20.0,90,90,3.0,45000,16187.400390625,sandy loam,6.5,200.0,250,250.0,False,278748.0,619.4400024414062,one_sow_few_harvests,short_term
323,medak,2019-July,Brinjal,vegetable,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,20.0,140,140,4.666666507720947,27500,16185.0,loamy soil,6.050000190734863,200.0,75,75.0,False,296200.0,1077.0909423828125,one_sow_few_harvests,intermediate_term
324,medak,2019-July,Ginger,vegetable,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,25.0,240,240,8.0,60500,10000.0,loamy soil,6.0,10.0,20,20.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
325,medak,2019-July,Potato,vegetable,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,30.0,75,75,2.5,43000,14164.0,loamy soil,6.25,5.0,10,10.0,False,381920.0,888.18603515625,one_sow_one_harvest,short_term
326,medak,2019-July,Bhendi,vegetable,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,26.0,55,55,1.8333333730697632,24000,8092.0,sandy loam,6.400000095367432,30.0,40,40.0,True,186392.0,776.6333618164062,one_sow_few_harvests,short_term
327,medak,2019-July,Cabbage,vegetable,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,17.0,90,90,3.0,28500,8099.0,sandy loam,6.5,90.0,90,90.0,True,109183.0,383.0982360839844,one_sow_one_harvest,short_term
328,medak,2019-July,Coccinea,vegetable,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,32.0,180,180,6.0,38000,14998.0,loamy soil,6.25,80.0,60,40.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
329,medak,2019-July,Turmeric,other_commercial_crop,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,87.0,210,210,7.0,67000,1200.0,clay loam,6.0,120.0,50,80.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
330,medak,2019-July,Banana,fruit,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,26.0,360,360,12.0,90000,16186.0,loamy soil,6.75,400.0,120,600.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
331,medak,2019-July,Dates,dry_fruit,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,304.0,1080,1080,36.0,395000,12000.0,sandy loamy,9.5,32.0,32,32.0,True,3253000.0,823.5443115234375,one_sow_many_harvests,long_term
332,medak,2019-July,Pomegrante,fruit,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,123.0,1980,1980,66.0,61500,9000.0,loamy soil,7.25,56.0,20,20.0,False,1045500.0,1700.0,one_sow_many_harvests,long_term
333,medak,2019-July,Custard apple,fruit,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,65.0,1080,1080,36.0,29000,8000.0,loamy soil,6.0,25.0,12,12.0,False,0.0,0.0,one_sow_many_harvests,long_term
334,medak,2019-July,Grapes,fruit,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,102.0,900,900,30.0,92000,20235.279296875,sandy loam,7.25,215.0,75,100.0,True,0.0,0.0,one_sow_many_harvests,long_term
335,medak,2019-July,Papaya,fruit,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,43.0,210,210,7.0,72000,30000.0,sandy loam,6.75,1088.0,72,527.0,True,1218000.0,1691.6666259765625,one_sow_many_harvests,intermediate_term
336,medak,2019-July,Mango,fruit,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,52.0,1800,2880,78.0,46750,3000.0,sandy loam,6.5,400.0,400,600.0,False,109250.0,233.68983459472656,one_sow_many_harvests,long_term
337,medak,2019-July,Dragon Fruit,fruit,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,117.0,240,720,16.0,430000,10000.0,sandy loam,6.0,170.0,170,170.0,False,0.0,0.0,one_sow_many_harvests,long_term
338,medak,2019-July,Rose,flower,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,273.0,45,50,1.5833333730697632,47000,800.0,loamy soil,6.25,200.0,75,125.0,True,0.0,0.0,one_sow_many_harvests,short_term
339,medak,2019-July,Marigold,flower,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,80.0,56,60,1.9333332777023315,30500,10000.0,sandy loam,7.25,45.0,90,75.0,False,769500.0,2522.950927734375,one_sow_few_harvests,short_term
340,medak,2019-July,Capsicum,vegetable,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,15.0,55,90,2.4166667461395264,42000,40008.0,clay loam,6.5,40.0,60,30.0,True,558120.0,1328.857177734375,one_sow_few_harvests,short_term
341,medak,2019-July,Cauliflower,vegetable,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,20.0,90,120,3.5,29500,8102.0,loamy soil,6.5,120.0,80,80.0,True,132540.0,449.28814697265625,one_sow_one_harvest,short_term
342,medak,2019-July,Bitter Gourd,vegetable,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,28.0,55,60,1.9166666269302368,22000,6070.0,sandy loam,6.5,120.0,40,80.0,False,147960.0,672.5454711914062,one_sow_few_harvests,short_term
343,medak,2019-July,Bottle Gourd,vegetable,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,24.0,110,120,3.8333332538604736,22000,15993.0,sandy loam,7.0,120.0,40,80.0,True,361832.0,1644.69091796875,one_sow_few_harvests,short_term
344,medak,2019-July,Cashew ,dry_fruit,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,637.0,720,1080,30.0,31000,1291.0,sandy loam,5.75,890.0,445,445.0,False,791367.0,2552.796875,one_sow_many_harvests,long_term
345,medak,2019-July,Mulberry,fruit,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,141.0,150,180,5.5,45000,25000.0,loamy soil,6.5,350.0,140,140.0,True,3480000.0,7733.33349609375,one_sow_many_harvests,intermediate_term
346,medak,2019-July,Coconut,fruit,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,111.0,2160,3600,96.0,40500,2794.0,sandy loam,6.599999904632568,800.0,40,160.0,False,0.0,0.0,one_sow_many_harvests,long_term
347,medak,2019-July,Jasmine,flower,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,823.0,240,270,8.5,33500,800.0,loamy soil,7.0,50.0,100,100.0,False,624900.0,1865.3731689453125,one_sow_few_harvests,intermediate_term
348,medak,2019-July,Chrysanthemum,flower,True,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,82.0,75,90,2.75,33500,10010.0,sandy loam,6.75,125.0,120,25.0,True,787320.0,2350.208984375,one_sow_few_harvests,short_term
349,medak,2019-July,Avacado,fruit,False,7.699999809265137,27.93065071105957,79.9774169921875,3.364516019821167,209.0,1095,1460,42.58333206176758,350000,12004.0,sandy loam,6.0,50.0,25,25.0,True,0.0,0.0,one_sow_many_harvests,long_term
350,Medak,2019-Aug,PADDY,grains,True,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,17.398000717163086,90,110,3.3333332538604736,36000,2259.0,loamy soil,5.75,150.0,60,60.0,True,3302.08203125,9.172450065612793,one_sow_one_harvest,short_term
351,Medak,2019-Aug,Wheat,grains,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,20.450000762939453,210,240,7.5,16500,2300.0,loamy soil,6.5,80.0,40,40.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
352,Medak,2019-Aug,JOWAR ,grains,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,32.0,65,75,2.3333332538604736,17000,861.0,loamy soil,6.75,80.0,40,40.0,True,0.0,0.0,one_sow_one_harvest,short_term
353,Medak,2019-Aug,BAJRA ,grains,True,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,23.5,70,90,2.6666667461395264,11000,1500.0,sandy loam,0.75,80.0,40,40.0,False,24250.0,220.4545440673828,one_sow_one_harvest,short_term
354,Medak,2019-Aug,MAIZE,grains,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,19.68000030517578,105,110,3.5833332538604736,25000,2805.0,loamy soil,6.5,60.0,30,30.0,True,0.0,0.0,one_sow_one_harvest,short_term
355,Medak,2019-Aug,RAGI   ,grains,True,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,21.0,120,135,4.25,13000,648.0,loamy soil,6.0,40.0,20,20.0,False,608.0,4.6769232749938965,one_sow_one_harvest,intermediate_term
356,Medak,2019-Aug,REDGRAM,grains,True,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,53.66999816894531,100,120,3.6666667461395264,17500,365.0,loamy soil,5.25,10.0,20,12.0,True,2089.550048828125,11.940285682678223,one_sow_one_harvest,short_term
357,Medak,2019-Aug,GREENGRAM  ,grains,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,51.5099983215332,60,65,2.0833332538604736,15000,384.0,sandy loam,6.75,20.0,40,0.0,False,0.0,0.0,one_sow_one_harvest,short_term
358,Medak,2019-Aug,BLACKGRAM ,grains,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,32.59000015258789,70,85,2.5833332538604736,16000,729.0,sandy loam,7.150000095367432,20.0,40,40.0,False,0.0,0.0,one_sow_one_harvest,short_term
359,Medak,2019-Aug,HORSEGRAM,grains,True,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,52.119998931884766,90,135,3.75,15500,355.0,loamy soil,6.5,12.5,25,12.5,False,3002.60009765625,19.371612548828125,one_sow_one_harvest,short_term
360,Medak,2019-Aug,BengalGram,grains,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,43.11000061035156,160,170,5.5,21000,620.0,sandy loam,6.25,10.0,40,20.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
361,Medak,2019-Aug,Cowpea,grains,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,54.5,90,125,3.5833332538604736,8500,334.0,sandy loam,7.099999904632568,135.0,31,250.0,True,0.0,0.0,one_sow_one_harvest,short_term
362,Medak,2019-Aug,GROUNDNUT,fruit,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,61.25,110,120,3.8333332538604736,22500,1110.0,sandy loam,6.25,60.0,45,48.0,True,0.0,0.0,one_sow_one_harvest,short_term
363,Medak,2019-Aug,SESAMUM (Gingelly),grains,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,40.0,90,130,3.6666667461395264,13500,350.0,loamy soil,6.75,17.0,13,13.0,True,0.0,0.0,one_sow_one_harvest,short_term
364,Medak,2019-Aug,SUNFLOWER,flower,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,32.0,90,100,3.1666667461395264,20500,928.0,sandy loam,6.400000095367432,150.0,75,50.0,True,0.0,0.0,one_sow_one_harvest,short_term
365,Medak,2019-Aug,Safflower,flower,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,36.0,120,150,4.5,14000,448.0,sandy loam,6.5,24.0,108,48.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
366,Medak,2019-Aug,CASTOR  ,oil_seeds,True,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,41.0,150,300,7.5,16500,657.0,sandy loam,5.75,40.0,25,15.0,False,10437.0,63.254547119140625,one_sow_few_harvests,intermediate_term
367,Medak,2019-Aug,SOYABEAN,oil_seeds,True,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,36.150001525878906,50,145,3.25,11500,732.0,loamy soil,6.75,20.0,40,20.0,True,14961.7998046875,130.1026153564453,one_sow_few_harvests,short_term
368,Medak,2019-Aug,COTTON,other_commercial_crop,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,120.0,180,240,7.0,37500,440.0,sandy loam,6.900000095367432,80.0,40,40.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
369,Medak,2019-Aug,Chillies,vgetable,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,90.0,150,180,5.5,45000,2750.0,sandy loam,6.25,30.0,60,30.0,True,0.0,0.0,one_sow_few_harvests,intermediate_term
370,Medak,2019-Aug,SUGARCANE  ,fruit,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,3.75,300,450,12.5,72500,31337.0,sandy loam,7.0,150.0,80,80.0,True,0.0,0.0,one_sow_one_harvest,long_term
371,Medak,2019-Aug,ONION,vegetable,True,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,28.0,80,150,3.8333332538604736,37500,17000.0,sandy loam,6.5,40.0,20,40.0,True,438500.0,1169.3333740234375,one_sow_one_harvest,short_term
372,medak,2019-Aug,Tomato,vegetable,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,28.0,90,90,3.0,45000,16187.400390625,sandy loam,6.5,200.0,250,250.0,False,0.0,0.0,one_sow_few_harvests,short_term
373,medak,2019-Aug,Brinjal,vegetable,True,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,26.0,140,140,4.666666507720947,27500,16188.0,loamy soil,6.050000190734863,200.0,75,75.0,False,393388.0,1430.5018310546875,one_sow_few_harvests,intermediate_term
374,medak,2019-Aug,Ginger,vegetable,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,26.0,240,240,8.0,60500,10000.0,loamy soil,6.0,10.0,20,20.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
375,medak,2019-Aug,Potato,vegetable,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,25.0,75,75,2.5,43000,14164.0,loamy soil,6.25,5.0,10,10.0,False,0.0,0.0,one_sow_one_harvest,short_term
376,medak,2019-Aug,Bhendi,vegetable,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,33.0,55,55,1.8333333730697632,24000,8098.0,sandy loam,6.400000095367432,30.0,40,40.0,True,0.0,0.0,one_sow_few_harvests,short_term
377,medak,2019-Aug,Cabbage,vegetable,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,26.0,90,90,3.0,28500,8101.0,sandy loam,6.5,90.0,90,90.0,True,0.0,0.0,one_sow_one_harvest,short_term
378,medak,2019-Aug,Coccinea,vegetable,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,28.0,180,180,6.0,38000,14991.0,loamy soil,6.25,80.0,60,40.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
379,medak,2019-Aug,Turmeric,other_commercial_crop,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,95.0,210,210,7.0,67000,1200.0,clay loam,6.0,120.0,50,80.0,True,0.0,0.0,one_sow_one_harvest,intermediate_term
380,medak,2019-Aug,Banana,fruit,False,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,29.0,360,360,12.0,90000,16180.0,loamy soil,6.75,400.0,120,600.0,False,0.0,0.0,one_sow_few_harvests,intermediate_term
381,medak,2019-Aug,Dates,dry_fruit,True,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,308.0,1080,1080,36.0,395000,12000.0,sandy loamy,9.5,32.0,32,32.0,True,3301000.0,835.6962280273438,one_sow_many_harvests,long_term
382,medak,2019-Aug,Pomegrante,fruit,True,8.441935539245605,26.59193992614746,86.21612548828125,1.9500000476837158,124.0,1980,1980,66.0,61500,9000.0,loamy soil,7.25,56.0,20,20.0,False,1054500.0,1714.6341552734375,one_sow_many_harvests,long_term
